Model Name,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Parameters
ResNet18 (ADC),133,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),134,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),135,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),136,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),137,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),138,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),139,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),140,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),141,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),142,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),143,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),144,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),145,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),146,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),147,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),148,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),149,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),150,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),151,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),152,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),153,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),154,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),155,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),156,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),157,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),158,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),159,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),160,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),161,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),162,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),163,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),164,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),165,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),166,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),167,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),168,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),169,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),170,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),171,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),172,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),173,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),174,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),175,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),176,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),177,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),178,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),179,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),180,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),181,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),182,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),183,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),184,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),185,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),186,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),187,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),188,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),189,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),190,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),191,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),192,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),193,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),194,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),195,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),196,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),197,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),198,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),199,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
ResNet18 (ADC),200,N/A,N/A,N/A,N/A,bx=8 bw=8 ba=8 k=4
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",1,1.8718,32.50%,1.8813,32.75%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",2,1.5875,43.41%,1.9475,33.01%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",3,1.4820,47.11%,1.4399,45.60%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",4,1.3570,51.83%,1.3455,48.88%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",5,1.4898,47.32%,1.3396,51.13%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",6,1.3037,54.28%,1.2229,55.99%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",7,1.3151,54.00%,1.2860,51.16%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",8,1.1862,58.42%,1.1528,58.49%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",9,1.1249,60.92%,1.1048,60.02%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",10,1.0866,62.08%,1.0546,61.90%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",11,1.0393,63.95%,1.0210,63.06%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",12,1.0111,64.79%,1.0524,60.99%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",13,0.9925,65.45%,0.9739,64.69%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",14,0.9607,66.67%,0.9525,66.41%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",15,0.9388,67.40%,0.9944,64.59%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",16,0.9135,68.12%,0.9652,64.08%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",17,0.8899,69.10%,0.9655,66.08%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",18,0.8667,69.95%,0.9238,66.60%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",19,0.8457,70.75%,0.8987,65.81%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",20,0.8258,71.38%,0.8728,68.49%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",21,0.7975,72.61%,0.8832,69.32%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",22,0.7823,73.04%,0.9068,67.42%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",23,0.7681,73.65%,0.8218,70.92%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",24,0.7336,74.98%,0.8256,70.67%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",25,0.7217,75.37%,0.8895,68.04%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",26,0.7170,75.67%,0.8185,69.91%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",27,0.6878,76.66%,0.7629,73.28%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",28,0.6654,77.57%,0.7358,74.38%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",29,0.6514,78.17%,0.8243,72.39%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",30,0.6322,78.81%,0.7558,73.99%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",31,0.6098,79.48%,0.7328,74.91%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",32,0.6017,79.83%,0.8182,72.51%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",33,0.5905,80.30%,0.8427,70.72%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",34,0.5783,80.68%,0.6983,75.15%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",35,0.5674,81.02%,0.7430,75.36%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",36,0.5516,81.83%,0.6625,76.76%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",37,0.5434,82.07%,0.6532,77.84%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",38,0.5330,82.38%,0.7030,77.05%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",39,0.5181,82.88%,0.6687,77.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",40,0.5084,83.20%,0.6469,78.49%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",41,0.4994,83.47%,0.6807,76.06%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",42,0.4920,83.77%,0.6641,78.52%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",43,0.4832,84.01%,0.6751,77.24%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",44,0.4754,84.25%,0.6392,78.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",45,0.4720,84.47%,0.7046,75.41%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",46,0.4557,84.95%,0.6507,77.61%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",47,0.4505,85.20%,0.6431,77.93%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",48,0.4481,85.36%,0.6840,78.29%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",49,0.4444,85.36%,0.6441,79.41%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",50,0.4282,86.02%,0.6430,78.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",51,0.4283,85.85%,0.6500,78.11%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",52,0.4210,86.17%,0.6866,77.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",53,0.4158,86.38%,0.6545,79.04%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",54,0.4119,86.50%,0.6691,77.88%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",55,0.4042,86.81%,0.6686,79.07%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",56,0.4018,86.75%,0.6392,80.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",57,0.3907,87.31%,0.6512,78.45%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",58,0.3859,87.41%,0.7481,77.89%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",59,0.3832,87.51%,0.6557,79.24%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",60,0.3740,87.79%,0.6340,80.11%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",61,0.3672,87.96%,0.6401,80.29%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",62,0.3697,87.95%,0.6642,79.29%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",63,0.3578,88.25%,0.6708,79.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",64,0.3617,88.20%,0.6489,79.87%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",65,0.3506,88.52%,0.7112,77.06%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",66,0.3473,88.74%,0.6562,80.08%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",67,0.3357,89.06%,0.6571,79.92%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",68,0.3395,88.95%,0.6658,80.69%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",69,0.3384,89.05%,0.7023,78.23%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",70,0.3352,89.06%,0.6725,81.17%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",71,0.3253,89.39%,0.6507,79.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",72,0.3228,89.44%,0.6667,79.36%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",73,0.3215,89.36%,0.6862,79.81%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",74,0.3205,89.46%,0.6536,80.55%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",75,0.3175,89.64%,0.6904,79.45%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",76,0.3201,89.53%,0.6826,80.31%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",77,0.3088,89.93%,0.6661,80.64%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",78,0.3118,89.80%,0.6648,80.56%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",79,0.3027,90.09%,0.7037,79.87%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",80,0.3015,90.20%,0.7542,79.22%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",81,0.3004,90.12%,0.6835,79.50%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",82,0.2962,90.42%,0.7000,81.42%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",83,0.2903,90.46%,0.6802,80.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",84,0.2948,90.40%,0.6803,80.83%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",85,0.2871,90.74%,0.6970,79.82%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",86,0.2900,90.51%,0.6748,80.54%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",87,0.2892,90.49%,0.7564,80.18%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",88,0.2821,90.76%,0.6741,80.61%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",89,0.2855,90.72%,0.6926,80.57%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",90,0.2794,90.99%,0.6865,80.50%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",91,0.2741,91.13%,0.6910,81.06%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",92,0.2751,91.05%,0.6694,80.59%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",93,0.2764,90.87%,0.6794,81.28%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",94,0.2727,91.10%,0.6994,79.77%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",95,0.2728,91.30%,0.6738,80.65%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",96,0.2691,91.32%,0.6887,81.12%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",97,0.2675,91.33%,0.7212,80.31%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",98,0.2649,91.34%,0.7001,81.20%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",99,0.2606,91.61%,0.7382,79.15%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",100,0.2632,91.53%,0.6908,80.56%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",101,0.2576,91.61%,0.7034,80.35%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",102,0.2610,91.55%,0.7208,79.39%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",103,0.2586,91.59%,0.7036,80.72%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",104,0.2581,91.69%,0.7413,81.20%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",105,0.2538,91.72%,0.7392,81.15%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",106,0.2530,91.77%,0.7180,80.67%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",107,0.2496,91.81%,0.7202,81.24%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",108,0.2452,92.00%,0.7253,81.31%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",109,0.2396,92.21%,0.7104,81.57%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",110,0.2441,92.03%,0.7115,81.50%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18(ADC)+W-Reshape (bx=8,bw=8,ba=8,k=4,lk=0.001)",111,0.2454,91.99%,0.7090,81.44%,"bx=8,bw=8,ba=8,k=4,lk=0.001"
