Model Name,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Parameters
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",49,2.3871,14.44%,6.0312,14.85%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",50,2.3743,16.06%,4.6888,14.92%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",51,2.3620,15.83%,7.1057,11.36%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",52,2.4105,17.08%,5.4721,10.84%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",53,2.4070,17.22%,6.6619,11.76%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",54,2.4112,17.71%,5.7668,16.71%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",55,2.3401,16.27%,5.4232,15.35%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",56,2.3493,16.10%,5.0916,12.14%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",57,2.3610,16.42%,4.4870,16.02%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",58,2.4107,16.49%,5.2873,15.72%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",59,2.4191,16.67%,5.4361,15.58%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",60,2.4513,17.50%,4.0740,14.15%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",61,2.4256,17.23%,6.9376,9.97%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",62,2.4371,16.83%,5.4847,13.24%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",63,2.3859,15.89%,7.2646,15.25%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",64,2.4242,16.28%,8.6333,10.10%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",65,2.4267,16.53%,7.9057,10.52%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",66,2.4643,17.07%,9.5448,10.00%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",67,2.4378,16.71%,7.6799,10.98%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",68,2.4234,16.16%,6.5405,10.10%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",69,2.4536,16.72%,7.9875,11.56%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",70,2.4551,17.18%,4.3811,15.59%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",71,2.4499,17.15%,5.3414,11.34%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",72,2.4485,17.00%,3.7774,17.55%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",73,2.4633,16.98%,4.6599,10.44%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",74,2.5412,16.94%,5.3184,17.34%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",75,2.4839,15.52%,3.3996,16.46%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",76,2.4261,16.13%,6.0806,16.09%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",77,2.4904,16.54%,4.9205,15.17%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",78,2.4819,16.38%,6.6858,12.18%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",79,2.4636,16.13%,3.3260,15.98%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",80,2.4770,15.61%,6.3588,14.01%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",81,2.4795,16.07%,5.2632,16.74%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",82,2.5149,16.02%,6.6684,12.78%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",83,2.6303,16.58%,5.2340,13.32%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",84,2.6475,17.55%,5.7761,14.63%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",85,2.3916,14.83%,7.7460,10.64%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",86,2.4272,16.09%,4.2025,18.89%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",87,2.4257,16.56%,4.3584,14.29%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",88,2.4365,16.21%,4.2379,18.57%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",89,2.4198,15.99%,3.1356,15.02%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",90,2.4115,15.91%,3.2893,15.37%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",91,2.4305,15.51%,3.8866,13.33%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",92,2.4551,16.18%,3.7791,10.31%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",93,2.4734,16.49%,5.8600,16.13%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",94,2.4799,16.18%,7.4759,14.42%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",95,2.4561,15.99%,7.1022,12.68%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",96,2.4518,15.58%,5.6178,12.21%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",97,2.4697,16.22%,5.8948,12.95%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",98,2.4901,15.90%,7.8880,14.17%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",99,2.4548,15.74%,3.9446,10.58%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",100,2.4810,15.94%,8.3984,12.27%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",101,2.4785,15.79%,9.2612,12.37%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",102,2.4752,14.46%,6.5214,11.30%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",103,2.3979,13.58%,7.2908,12.80%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",104,2.4293,12.94%,6.7194,14.89%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",105,2.4222,13.06%,2.6497,11.88%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",106,2.4753,13.25%,6.6087,15.44%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",107,2.5943,13.16%,6.7808,10.74%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",108,2.3472,10.69%,44.5171,10.00%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",109,2.5201,13.85%,30.8709,10.00%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",110,2.9440,16.19%,31.4413,10.00%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",111,2.9370,17.85%,12.0054,15.36%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",112,2.9438,18.04%,12.5962,11.74%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",113,2.9609,17.58%,15.8402,10.55%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",114,2.9330,17.93%,7.1865,14.94%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",115,2.9259,18.31%,3.7992,17.03%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",116,2.9593,18.05%,6.0688,16.38%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",117,2.9556,18.44%,5.8257,13.77%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",118,2.9924,18.40%,6.8216,16.35%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",119,3.0198,18.03%,8.4971,14.53%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",120,3.0761,18.32%,4.2358,14.48%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",121,3.0680,18.36%,3.1416,16.92%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",122,3.2140,18.94%,9.4002,16.88%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",123,3.1249,17.67%,6.6967,16.13%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",124,2.9598,16.24%,5.0570,16.42%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",125,3.0180,16.59%,9.5978,15.76%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",126,2.9340,16.56%,4.5646,16.55%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",127,3.0062,16.17%,4.2263,16.67%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",128,3.0335,16.99%,4.2139,18.97%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",129,2.9321,16.63%,6.1388,16.24%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",130,2.8451,15.94%,3.1506,15.74%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",131,2.8754,16.23%,3.2310,15.83%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",132,2.8612,16.42%,5.1842,13.97%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",133,2.9139,16.38%,10.7500,13.02%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",134,2.9222,16.56%,11.3091,11.37%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",135,2.9360,16.41%,3.5300,19.21%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",136,2.9151,16.43%,3.4695,14.46%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",137,2.9213,16.22%,8.2368,15.84%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",138,2.8748,16.10%,8.3399,16.55%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",139,2.8436,16.14%,4.3449,19.76%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",140,2.8330,16.18%,4.5906,14.74%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",141,2.9197,16.03%,3.4644,16.78%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",142,2.9096,16.07%,3.5563,19.58%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",143,2.9411,16.54%,3.3613,13.95%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",144,2.9394,16.27%,5.7234,16.91%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",145,2.9320,16.18%,7.8588,11.84%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",146,2.8793,16.79%,3.9536,18.35%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",147,2.9185,16.21%,3.4077,12.85%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",148,2.9240,15.73%,3.9167,13.17%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",149,2.9468,15.77%,5.4937,12.73%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",150,2.9083,15.68%,10.2120,10.50%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",151,2.9308,15.38%,7.3291,16.49%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",152,2.9508,15.26%,3.2225,13.81%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",153,2.9283,15.29%,2.8574,11.71%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",154,2.9743,15.35%,4.3802,18.24%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",155,2.9852,15.02%,4.5311,19.05%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",156,2.9935,15.12%,3.9853,15.32%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",157,2.9878,15.06%,5.7811,21.32%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",158,2.9936,14.97%,4.4806,17.75%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",159,3.0344,14.69%,2.9001,14.33%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",160,3.0706,15.00%,4.4393,18.40%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",161,3.1611,15.33%,5.1196,18.13%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",162,3.1704,15.64%,7.1836,13.84%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",163,3.1670,15.49%,4.2628,17.74%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",164,3.1638,15.53%,4.0754,16.30%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",165,3.1003,15.25%,3.7429,16.36%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",166,3.1131,15.37%,2.8053,13.07%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",167,3.1348,15.13%,2.8984,13.84%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",168,3.1075,15.48%,5.3886,17.82%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",169,3.0875,15.06%,6.9623,15.87%,"ashift=True, bx=8, bw=8, ba=8, k=4"
"ResNet18ADCAshift (ashift=True, bx=8, bw=8, ba=8, k=4)",170,3.0933,15.68%,3.6091,13.39%,"ashift=True, bx=8, bw=8, ba=8, k=4"
