Model Name,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Parameters
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",105,2.3683,21.33%,2.7545,18.69%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",106,2.3782,19.80%,2.6023,19.76%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",107,2.3815,19.79%,2.9509,16.88%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",108,2.3560,18.55%,3.4352,16.06%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",109,2.3792,19.45%,2.7012,17.54%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",110,2.3664,19.92%,3.4199,15.05%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",111,2.3595,19.77%,3.0009,19.75%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",112,2.3676,19.71%,2.6025,18.13%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",113,2.3724,19.40%,3.7527,15.47%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",114,2.3623,19.83%,2.7721,20.49%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",115,2.3651,19.54%,2.7625,20.45%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",116,2.3718,20.09%,3.7330,16.10%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",117,2.3640,19.83%,2.3463,17.25%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",118,2.3675,18.94%,3.1576,20.52%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",119,2.3860,19.85%,2.6116,18.64%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",120,2.3845,20.22%,2.7438,19.71%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",121,2.3768,20.57%,2.7774,17.93%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",122,2.3772,20.13%,2.9489,18.83%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",123,2.3923,20.52%,2.5522,21.85%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",124,2.3992,19.93%,2.4803,17.93%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",125,2.3929,20.06%,2.6194,19.82%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",126,2.3871,19.89%,2.9736,18.97%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",127,2.4153,19.90%,2.8638,14.94%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",128,2.3851,18.73%,2.5611,18.36%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",129,2.3828,18.93%,2.5958,19.45%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",130,2.3879,19.23%,2.9945,18.22%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",131,2.3960,19.08%,2.4442,16.76%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",132,2.4114,20.39%,3.0525,18.48%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",133,2.3881,20.95%,2.4431,19.91%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",134,2.4035,20.54%,2.5669,18.30%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",135,2.3759,19.32%,2.6231,17.19%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",136,2.3728,18.79%,2.6350,20.65%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",137,2.3791,19.24%,2.7250,19.87%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",138,2.3822,19.39%,2.8091,17.49%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",139,2.4175,18.68%,2.8497,19.24%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",140,2.3815,17.87%,2.5606,18.90%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",141,2.3767,17.88%,2.4258,18.57%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",142,2.3644,18.03%,2.5124,16.62%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",143,2.3650,17.76%,2.7131,17.63%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",144,2.3751,17.75%,2.6378,16.86%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",145,2.3770,18.55%,2.7907,18.56%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",146,2.3905,19.05%,2.8925,19.38%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",147,2.4051,19.19%,2.4742,20.72%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",148,2.4460,20.34%,2.6440,19.47%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",149,2.4501,19.63%,2.7831,18.40%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",150,2.4480,19.77%,2.5578,15.97%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",151,2.4381,19.99%,3.1779,19.64%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",152,2.4381,19.88%,3.1065,18.89%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",153,2.4332,19.59%,2.5153,17.01%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",154,2.4292,20.49%,2.4254,15.35%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",155,2.3904,21.25%,3.1138,18.26%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",156,2.4271,21.39%,3.4754,17.61%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",157,2.4353,21.27%,3.9246,15.46%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",158,2.3900,20.58%,2.4293,18.74%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",159,2.3849,20.10%,3.2862,18.45%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",160,2.4019,20.56%,4.7806,12.78%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",161,2.4305,20.71%,3.7888,17.56%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",162,2.4318,21.35%,2.9788,18.39%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",163,2.3823,21.08%,2.7469,20.29%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",164,2.3759,20.92%,2.5289,20.24%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",165,2.3860,20.55%,2.6359,19.95%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",166,2.3889,21.04%,2.9060,19.44%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",167,2.3969,20.70%,2.6495,20.53%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",168,2.3847,21.12%,3.1897,17.66%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",169,2.4089,21.52%,3.6067,16.50%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",170,2.4041,21.22%,3.3778,16.33%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",171,2.3613,20.91%,3.2973,18.87%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",172,2.3998,20.52%,3.9275,17.78%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",173,2.3867,19.99%,4.0084,16.61%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",174,2.3820,19.95%,3.8863,17.26%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",175,2.3880,20.56%,3.9131,18.24%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",176,2.3822,20.69%,4.0257,16.76%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",177,2.3726,20.82%,3.2944,21.49%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",178,2.3706,20.71%,2.4733,21.52%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",179,2.3691,20.80%,3.9527,16.14%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",180,2.3743,20.58%,3.8242,18.95%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",181,2.3661,20.45%,3.6587,17.28%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",182,2.3690,21.01%,3.9849,15.44%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",183,2.3703,20.99%,2.5706,21.54%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",184,2.3678,21.02%,3.1129,19.59%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",185,2.3665,21.46%,4.3879,15.26%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",186,2.3646,20.73%,2.8680,18.86%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",187,2.3604,21.17%,2.5151,21.84%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",188,2.3643,21.25%,2.5404,20.81%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",189,2.3614,21.32%,2.6876,16.32%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",190,2.3652,21.18%,2.8408,18.31%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",191,2.3678,21.25%,2.5880,16.07%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",192,2.3672,21.01%,2.7280,16.86%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",193,2.3735,20.92%,2.5961,17.01%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",194,2.3692,20.95%,2.4400,20.06%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",195,2.3640,20.85%,2.4763,21.81%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",196,2.3692,20.70%,2.3064,19.63%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",197,2.3605,20.91%,2.2969,20.72%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",198,2.3746,20.64%,2.2761,20.82%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",199,2.3653,20.60%,2.2726,20.90%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
"ResNet18 Ashift+W-Reshape (ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001)",200,2.3704,20.68%,2.2967,20.53%,"ashift=True, bx=8,bw=8,ba=8,k=4,lk=0.001"
